nohup: 忽略输入
Building prefix dict from the default dictionary ...
447/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.5808 
448/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.5810 
449/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.5810 
450/564 [======================>.......] - ETA: 0:35<0:09 - loss: 0.5822 
451/564 [======================>.......] - ETA: 0:36<0:09 - loss: 0.5812 
452/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5809 
453/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5799 
454/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5797 
455/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5797 
456/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5807 
457/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5814 
458/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5816 
459/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5811 
460/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5806 
461/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5810 
462/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5804 
463/564 [=======================>......] - ETA: 0:36<0:08 - loss: 0.5814 
464/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.5821 
465/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.5819 
466/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.5813 
467/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.5818 
468/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.5813 
469/564 [=======================>......] - ETA: 0:37<0:07 - loss: 0.5820 
470/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.5829 
471/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.5832 
472/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.5836 
473/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.5819 
474/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.5812 
475/564 [========================>.....] - ETA: 0:37<0:07 - loss: 0.5821 
476/564 [========================>.....] - ETA: 0:38<0:07 - loss: 0.5821 
477/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5813 
478/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5812 
479/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5827 
480/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5822 
481/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5829 
482/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5846 
483/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5847 
484/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5858 
485/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5862 
486/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5866 
487/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5866 
488/564 [========================>.....] - ETA: 0:38<0:06 - loss: 0.5859 
489/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5862 
490/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5871 
491/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5874 
492/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5883 
493/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5884 
494/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5895 
495/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5881 
496/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5875 
497/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5866 
498/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5868 
499/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5876 
500/564 [=========================>....] - ETA: 0:39<0:05 - loss: 0.5862 
501/564 [=========================>....] - ETA: 0:40<0:05 - loss: 0.5863 
502/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.5882 
503/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.5884 
504/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.5888 
505/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.5893 
506/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.5892 
507/564 [=========================>....] - ETA: 0:40<0:04 - loss: 0.5896 
508/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.5887 
509/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.5883 
510/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.5894 
511/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.5883 
512/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.5883 
513/564 [==========================>...] - ETA: 0:40<0:04 - loss: 0.5878 
514/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5874 
515/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5871 
516/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5878 
517/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5876 
518/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5871 
519/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5877 
520/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5868 
521/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5866 
522/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5853 
523/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5859 
524/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5842 
525/564 [==========================>...] - ETA: 0:41<0:03 - loss: 0.5833 
526/564 [==========================>...] - ETA: 0:42<0:03 - loss: 0.5837 
527/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5831 
528/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5845 
529/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5843 
530/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5856 
531/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5856 
532/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5856 
533/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5858 
534/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5859 
535/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5866 
536/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5872 
537/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5865 
538/564 [===========================>..] - ETA: 0:42<0:02 - loss: 0.5863 
539/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5872 
540/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5871 
541/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5861 
542/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5864 
543/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5869 
544/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5872 
545/564 [===========================>..] - ETA: 0:43<0:01 - loss: 0.5874 
546/564 [============================>.] - ETA: 0:43<0:01 - loss: 0.5873 
547/564 [============================>.] - ETA: 0:43<0:01 - loss: 0.5860 
548/564 [============================>.] - ETA: 0:43<0:01 - loss: 0.5862 
549/564 [============================>.] - ETA: 0:43<0:01 - loss: 0.5855 
550/564 [============================>.] - ETA: 0:43<0:01 - loss: 0.5864 
551/564 [============================>.] - ETA: 0:44<0:01 - loss: 0.5883 
552/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5894 
553/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5894 
554/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5906 
555/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5899 
556/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5893 
557/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5901 
558/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5912 
559/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5919 
560/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5922 
561/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5917 
562/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5918 
563/564 [============================>.] - ETA: 0:44<0:00 - loss: 0.5913 
564/564 [==============================] - 0:45 80ms/step - loss: 0.5920 
2024-07-07 08:42:18 - Finish Epoch: 33/50 - loss: 0.5497
日晃百花色    风动千林翠
归期千载鹤    双波一推禅
  0%|                                                                                                                                                  | 0/227 [00:00<?, ?it/s]  1%|█▏                                                                                                                                        | 2/227 [00:00<00:12, 18.07it/s]  2%|██▍                                                                                                                                       | 4/227 [00:00<00:12, 18.10it/s]  3%|███▋                                                                                                                                      | 6/227 [00:00<00:12, 18.14it/s]  4%|████▊                                                                                                                                     | 8/227 [00:00<00:11, 18.69it/s]  4%|██████                                                                                                                                   | 10/227 [00:00<00:11, 18.35it/s]  5%|███████▏                                                                                                                                 | 12/227 [00:00<00:11, 18.63it/s]  6%|████████▍                                                                                                                                | 14/227 [00:00<00:11, 18.85it/s]  7%|█████████▋                                                                                                                               | 16/227 [00:00<00:11, 18.51it/s]  8%|██████████▊                                                                                                                              | 18/227 [00:00<00:11, 18.28it/s]  9%|████████████                                                                                                                             | 20/227 [00:01<00:11, 18.12it/s] 10%|█████████████▎                                                                                                                           | 22/227 [00:01<00:11, 18.13it/s] 11%|██████████████▍                                                                                                                          | 24/227 [00:01<00:10, 18.57it/s] 11%|███████████████▋                                                                                                                         | 26/227 [00:01<00:10, 18.46it/s] 12%|████████████████▉                                                                                                                        | 28/227 [00:01<00:10, 18.28it/s] 13%|██████████████████                                                                                                                       | 30/227 [00:01<00:10, 18.55it/s] 14%|███████████████████▎                                                                                                                     | 32/227 [00:01<00:10, 18.33it/s] 15%|████████████████████▌                                                                                                                    | 34/227 [00:01<00:10, 18.16it/s] 16%|█████████████████████▋                                                                                                                   | 36/227 [00:01<00:10, 18.50it/s] 17%|██████████████████████▉                                                                                                                  | 38/227 [00:02<00:10, 18.32it/s] 18%|████████████████████████▏                                                                                                                | 40/227 [00:02<00:10, 18.59it/s] 19%|█████████████████████████▎                                                                                                               | 42/227 [00:02<00:09, 18.90it/s] 19%|██████████████████████████▌                                                                                                              | 44/227 [00:02<00:09, 18.69it/s] 20%|███████████████████████████▊                                                                                                             | 46/227 [00:02<00:09, 18.52it/s] 21%|████████████████████████████▉                                                                                                            | 48/227 [00:02<00:09, 18.86it/s] 22%|██████████████████████████████▏                                                                                                          | 50/227 [00:02<00:09, 18.55it/s] 23%|███████████████████████████████▍                                                                                                         | 52/227 [00:02<00:09, 18.35it/s] 24%|████████████████████████████████▌                                                                                                        | 54/227 [00:02<00:09, 18.63it/s] 25%|█████████████████████████████████▊                                                                                                       | 56/227 [00:03<00:09, 18.39it/s] 26%|███████████████████████████████████▌                                                                                                     | 59/227 [00:03<00:08, 19.30it/s] 27%|████████████████████████████████████▊                                                                                                    | 61/227 [00:03<00:08, 18.90it/s] 28%|██████████████████████████████████████                                                                                                   | 63/227 [00:03<00:08, 18.66it/s] 29%|███████████████████████████████████████▏                                                                                                 | 65/227 [00:03<00:08, 18.53it/s] 30%|████████████████████████████████████████▍                                                                                                | 67/227 [00:03<00:08, 18.44it/s] 30%|█████████████████████████████████████████▋                                                                                               | 69/227 [00:03<00:08, 18.33it/s] 31%|██████████████████████████████████████████▊                                                                                              | 71/227 [00:03<00:08, 18.60it/s] 32%|████████████████████████████████████████████                                                                                             | 73/227 [00:03<00:08, 18.35it/s] 33%|█████████████████████████████████████████████▎                                                                                           | 75/227 [00:04<00:08, 18.22it/s] 34%|██████████████████████████████████████████████▍                                                                                          | 77/227 [00:04<00:08, 18.04it/s] 35%|███████████████████████████████████████████████▋                                                                                         | 79/227 [00:04<00:08, 17.95it/s] 36%|█████████████████████████████████████████████████▍                                                                                       | 82/227 [00:04<00:07, 18.70it/s] 37%|██████████████████████████████████████████████████▋                                                                                      | 84/227 [00:04<00:07, 18.97it/s] 38%|███████████████████████████████████████████████████▉                                                                                     | 86/227 [00:04<00:07, 19.16it/s] 39%|█████████████████████████████████████████████████████                                                                                    | 88/227 [00:04<00:07, 18.89it/s] 40%|██████████████████████████████████████████████████████▉                                                                                  | 91/227 [00:04<00:06, 19.68it/s] 41%|████████████████████████████████████████████████████████▏                                                                                | 93/227 [00:05<00:06, 19.15it/s] 42%|█████████████████████████████████████████████████████████▎                                                                               | 95/227 [00:05<00:07, 18.78it/s] 43%|██████████████████████████████████████████████████████████▌                                                                              | 97/227 [00:05<00:07, 18.48it/s] 44%|███████████████████████████████████████████████████████████▋                                                                             | 99/227 [00:05<00:07, 18.28it/s] 44%|████████████████████████████████████████████████████████████▌                                                                           | 101/227 [00:05<00:06, 18.18it/s] 45%|█████████████████████████████████████████████████████████████▋                                                                          | 103/227 [00:05<00:06, 18.18it/s] 46%|██████████████████████████████████████████████████████████████▉                                                                         | 105/227 [00:05<00:06, 18.21it/s] 47%|████████████████████████████████████████████████████████████████                                                                        | 107/227 [00:05<00:06, 18.22it/s] 48%|█████████████████████████████████████████████████████████████████▎                                                                      | 109/227 [00:05<00:06, 18.19it/s] 49%|██████████████████████████████████████████████████████████████████▌                                                                     | 111/227 [00:06<00:06, 18.10it/s] 50%|███████████████████████████████████████████████████████████████████▋                                                                    | 113/227 [00:06<00:06, 18.42it/s] 51%|████████████████████████████████████████████████████████████████████▉                                                                   | 115/227 [00:06<00:05, 18.68it/s] 52%|██████████████████████████████████████████████████████████████████████                                                                  | 117/227 [00:06<00:05, 18.43it/s] 52%|███████████████████████████████████████████████████████████████████████▎                                                                | 119/227 [00:06<00:05, 18.24it/s] 53%|████████████████████████████████████████████████████████████████████████▍                                                               | 121/227 [00:06<00:05, 18.01it/s] 54%|█████████████████████████████████████████████████████████████████████████▋                                                              | 123/227 [00:06<00:05, 18.42it/s] 55%|██████████████████████████████████████████████████████████████████████████▉                                                             | 125/227 [00:06<00:05, 18.35it/s] 56%|████████████████████████████████████████████████████████████████████████████                                                            | 127/227 [00:06<00:05, 18.74it/s] 57%|█████████████████████████████████████████████████████████████████████████████▉                                                          | 130/227 [00:06<00:04, 20.09it/s] 58%|███████████████████████████████████████████████████████████████████████████████                                                         | 132/227 [00:07<00:04, 19.44it/s] 59%|████████████████████████████████████████████████████████████████████████████████▎                                                       | 134/227 [00:07<00:04, 18.98it/s] 60%|█████████████████████████████████████████████████████████████████████████████████▍                                                      | 136/227 [00:07<00:04, 18.62it/s] 61%|██████████████████████████████████████████████████████████████████████████████████▋                                                     | 138/227 [00:07<00:04, 18.80it/s] 62%|███████████████████████████████████████████████████████████████████████████████████▉                                                    | 140/227 [00:07<00:04, 18.53it/s] 63%|█████████████████████████████████████████████████████████████████████████████████████                                                   | 142/227 [00:07<00:04, 18.31it/s] 63%|██████████████████████████████████████████████████████████████████████████████████████▎                                                 | 144/227 [00:07<00:04, 18.70it/s] 64%|███████████████████████████████████████████████████████████████████████████████████████▍                                                | 146/227 [00:07<00:04, 18.96it/s] 65%|████████████████████████████████████████████████████████████████████████████████████████▋                                               | 148/227 [00:07<00:04, 19.17it/s] 66%|█████████████████████████████████████████████████████████████████████████████████████████▊                                              | 150/227 [00:08<00:04, 18.90it/s] 67%|███████████████████████████████████████████████████████████████████████████████████████████                                             | 152/227 [00:08<00:04, 18.53it/s] 68%|████████████████████████████████████████████████████████████████████████████████████████████▎                                           | 154/227 [00:08<00:03, 18.33it/s] 69%|█████████████████████████████████████████████████████████████████████████████████████████████▍                                          | 156/227 [00:08<00:03, 18.19it/s] 70%|██████████████████████████████████████████████████████████████████████████████████████████████▋                                         | 158/227 [00:08<00:03, 18.09it/s] 70%|███████████████████████████████████████████████████████████████████████████████████████████████▊                                        | 160/227 [00:08<00:03, 18.43it/s] 71%|█████████████████████████████████████████████████████████████████████████████████████████████████                                       | 162/227 [00:08<00:03, 18.25it/s] 72%|██████████████████████████████████████████████████████████████████████████████████████████████████▎                                     | 164/227 [00:08<00:03, 18.22it/s] 73%|███████████████████████████████████████████████████████████████████████████████████████████████████▍                                    | 166/227 [00:08<00:03, 18.22it/s] 74%|████████████████████████████████████████████████████████████████████████████████████████████████████▋                                   | 168/227 [00:09<00:03, 18.21it/s] 75%|█████████████████████████████████████████████████████████████████████████████████████████████████████▊                                  | 170/227 [00:09<00:03, 18.20it/s] 76%|███████████████████████████████████████████████████████████████████████████████████████████████████████                                 | 172/227 [00:09<00:03, 18.09it/s] 77%|████████████████████████████████████████████████████████████████████████████████████████████████████████▏                               | 174/227 [00:09<00:02, 18.01it/s] 78%|█████████████████████████████████████████████████████████████████████████████████████████████████████████▍                              | 176/227 [00:09<00:02, 17.97it/s] 78%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                             | 178/227 [00:09<00:02, 17.91it/s] 79%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▊                            | 180/227 [00:09<00:02, 18.28it/s] 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████                           | 182/227 [00:09<00:02, 18.15it/s] 81%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                         | 184/227 [00:09<00:02, 18.12it/s] 82%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                        | 186/227 [00:10<00:02, 18.12it/s] 83%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                       | 188/227 [00:10<00:02, 18.14it/s] 84%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                     | 191/227 [00:10<00:01, 18.83it/s] 85%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                    | 193/227 [00:10<00:01, 18.97it/s] 86%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                  | 196/227 [00:10<00:01, 19.27it/s] 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                 | 198/227 [00:10<00:01, 18.88it/s] 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                | 200/227 [00:10<00:01, 19.00it/s] 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████               | 202/227 [00:10<00:01, 18.68it/s] 90%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏             | 204/227 [00:11<00:01, 18.91it/s] 91%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍            | 206/227 [00:11<00:01, 19.14it/s] 92%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌           | 208/227 [00:11<00:01, 18.83it/s] 93%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍         | 211/227 [00:11<00:00, 19.74it/s] 94%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏       | 214/227 [00:11<00:00, 19.78it/s] 95%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍      | 216/227 [00:11<00:00, 19.62it/s] 96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌     | 218/227 [00:11<00:00, 19.52it/s] 97%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊    | 220/227 [00:11<00:00, 19.42it/s] 98%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████   | 222/227 [00:11<00:00, 19.36it/s] 99%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏ | 224/227 [00:12<00:00, 19.35it/s]100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍| 226/227 [00:12<00:00, 19.40it/s]100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 227/227 [00:12<00:00, 18.62it/s]
  0%|                                                                                                                                                    | 0/4 [00:00<?, ?it/s] 50%|██████████████████████████████████████████████████████████████████████                                                                      | 2/4 [00:00<00:00, 18.21it/s]100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 4/4 [00:00<00:00, 18.17it/s]100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 4/4 [00:00<00:00, 18.16it/s]
valid_data: {'rouge-1': 0.051615271044776895, 'rouge-2': 0.030837004185022027, 'rouge-l': 0.051615271044776895, 'bleu': 0.030481629926049768, 'best_bleu': 0.030481629926049768}
