id,survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_year,survey_hour,survey_week_day,age,has_edu_yer,edu_age,s_age,f_age,m_age,marital_1st_age,marital_now_age,if_exp_inc
598,1,21,64,100,1,1.0,1.0,1.0,7.0,4.0,40000.0,4.0,75.0,0,1,1,0,0,0,0,0,0,170,140,4.0,4.0,4.0,5,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,6.0,3.0,2.0,4.0,6.0,5.0,7.0,5.0,1,3.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,60000.0,3.0,4.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,6.0,1.0,5.0,19000.0,5.0,-1.0,-1.0,10.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,4.0,2.0,100000.0,3.0,4.0,-1.0,-1.0,5.0,5.0,5.0,4.0,3.0,4.0,-1.0,4.0,-1.0,3.0,80.0,87.0,80.0,85.0,80.0,80.0,85.0,78.0,75.0,2015,16,2,54,1,21.0,55.0,85.0,82.0,22.0,22.0,0
599,1,26,76,116,1,1.0,1.0,1.0,10.0,1.0,1000.0,1.0,100.0,0,0,0,0,1,0,0,0,0,180,130,4.0,4.0,3.0,2,1.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,6,-1.0,15.328795811518324,-1.0,-1.0,2.0,2.0,1.0,2.0,100000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,50000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,20,1,18,1,16.0,0.0,45.0,46.0,0.0,0.0,0
600,1,21,62,98,2,8.0,1.0,1.0,9.0,4.0,30000.0,4.0,120.0,0,0,1,0,0,0,0,0,0,162,120,3.0,4.0,5.0,2,1.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,1,3.0,36.0,1.0,3.0,1.0,1.0,2.0,2.0,45000.0,1.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,4.0,1.0,2.0,15000.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,60000.0,4.0,3.0,-1.0,-1.0,4.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,2.0,5.0,85.0,69.75607824871915,50.0,60.0,50.0,70.0,50.0,80.0,85.0,2015,11,5,53,1,42.0,54.0,0.0,79.0,22.0,22.0,0
601,2,2,4,11,2,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,90.0,0,0,0,1,0,0,0,0,0,145,80,3.0,2.0,3.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,-1.0,-1.0,1.0,4.0,4.0,3.0,-1.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2000.0,3.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,3.0,4.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,3.0,2.0,4.0,-1.0,72466.43897578958,5.0,5.0,5.0,5.0,5.0,-1.0,5.0,-1.0,5.0,-1.0,-1.0,-1.0,3.0,3.0,90.0,90.0,90.0,90.0,80.0,90.0,90.0,90.0,79.0,2015,17,3,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0
602,1,1,1,3,2,1.0,0.0,1.0,4.0,4.0,30000.0,1.0,49.9,0,0,0,1,0,0,0,0,0,158,120,2.0,3.0,2.0,2,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,4.0,2.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,30000.0,1.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,2.0,3.0,3.0,4.0,3.0,50000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,60.0,60.0,60.0,70.0,70.0,70.0,80.0,70.0,60.0,2015,11,3,70,0,0.0,0.0,0.0,0.0,25.0,0.0,0
603,2,9,22,44,2,1.0,1.0,1.0,3.0,4.0,1660.0,1.0,50.0,0,0,0,1,0,0,0,0,0,165,130,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,6.0,5.0,1.0,4.0,3.0,5.0,2.0,4.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,5000.0,2.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,2.0,2.0,0.0,3,3.0,4.0,1.0,3000.0,3.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,10000.0,5.0,2.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,90.0,80.0,80.0,70.0,70.0,80.0,70.0,80.0,70.0,2015,8,5,68,1,13.0,67.0,0.0,0.0,20.0,20.0,0
604,2,16,47,79,1,1.0,0.0,1.0,3.0,4.0,20000.0,1.0,360.0,0,1,1,0,0,0,0,0,0,172,165,4.0,3.0,3.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,55000.0,7.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,3,3.0,1.0,1.0,0.0,2.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,20000.0,4.0,4.0,4.0,4.0,4.0,-1.0,4.0,-1.0,3.0,-1.0,-1.0,-1.0,1.0,4.0,60.0,60.0,40.0,60.0,60.0,60.0,50.0,60.0,60.0,2015,13,0,48,1,13.0,46.0,0.0,0.0,21.0,21.0,1
605,2,18,53,87,2,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,220.0,0,1,0,0,0,0,0,0,0,159,120,3.0,3.0,3.0,1,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,10000.0,1.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,3.0,1.0,1.0,10000.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,20000.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,12,2,70,0,0.0,70.0,0.0,0.0,23.0,23.0,0
606,2,28,81,122,1,1.0,1.0,1.0,1.0,-1.0,1300.0,1.0,50.0,0,1,0,0,0,0,0,0,0,165,100,4.0,3.0,4.0,1,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,1300.0,1.0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,5000.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,80.0,80.0,70.0,60.0,60.0,80.0,80.0,60.0,70.0,2015,11,5,76,0,0.0,0.0,104.0,105.0,0.0,0.0,0
607,1,6,12,28,2,5.0,1.0,1.0,12.0,1.0,0.0,1.0,138.0,0,0,0,0,1,0,0,0,0,168,125,5.0,5.0,4.0,1,1.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,6.0,4.0,3.0,3.0,5.0,3.0,6,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,1.0,2.0,500000.0,3.0,4.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,1.0,9.0,4.0,1.0,2.0,2.0,2.0,4.0,-1.0,100000.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,65.0,75.0,69.0,85.0,74.0,66.0,86.0,75.0,65.0,2015,8,2,22,1,20.0,0.0,47.0,49.0,0.0,0.0,0
608,1,21,64,102,1,1.0,1.0,1.0,6.0,4.0,20000.0,1.0,70.0,0,1,1,0,0,0,0,0,0,178,140,3.0,1.0,4.0,5,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,-1.0,-1.0,3.0,4.0,3.0,3.0,3.0,5.0,1,4.0,20.0,1.0,3.0,1.0,2.0,2.0,2.0,50000.0,3.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,1.0,1.0,3,4.0,1.0,4.0,30000.0,1.0,5.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,50000.0,4.0,5.0,-1.0,-1.0,4.0,4.0,3.0,4.0,4.0,4.0,-1.0,5.0,3.0,4.0,60.0,40.0,20.0,50.0,20.0,20.0,50.0,50.0,70.0,2015,10,3,42,1,18.0,42.0,78.0,77.0,25.0,25.0,0
609,1,4,7,18,2,1.0,1.0,1.0,4.0,4.0,50000.0,1.0,42.0,0,0,1,0,0,0,0,0,0,155,140,2.0,2.0,4.0,5,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,6.0,1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,80000.0,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,3,4.0,1.0,5.0,40000.0,5.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,72466.43897578958,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,80.0,70.0,50.0,50.0,90.0,80.0,70.0,70.0,70.0,2015,11,6,73,0,0.0,75.0,0.0,0.0,27.0,27.0,0
610,1,12,34,64,2,1.0,1.0,1.0,10.0,4.0,32805.33185371032,4.0,95.0,0,0,0,0,0,0,0,0,1,160,95,5.0,5.0,5.0,4,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,-1.0,3.0,5.0,5.0,5.0,5.0,1,2.0,10.0,2.0,4.0,2.0,2.0,1.0,2.0,200000.0,6.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1.0,1.0,2.0,3,13.0,2.0,4.0,200000.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,2.0,2.0,4.0,2.0,100000.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,70.0,60.0,50.0,60.0,60.0,60.0,70.0,60.0,60.0,2015,15,6,40,1,22.0,40.0,0.0,0.0,26.0,26.0,0
611,1,6,15,31,1,1.0,1.0,1.0,3.0,2.0,30000.0,1.0,85.0,0,1,0,0,0,0,0,0,0,165,140,3.0,4.0,4.0,1,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1,1.0,25.0,1.0,4.0,1.0,1.0,2.0,2.0,70000.0,4.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,4,3.0,1.0,1.0,30662.25072738773,4.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,40000.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,-1.0,-1.0,2.0,3.0,60.0,60.0,60.0,60.0,69.0,69.0,69.0,69.0,69.0,2015,12,6,46,0,0.0,38.0,0.0,0.0,21.0,39.0,0
612,1,15,42,73,2,1.0,1.0,1.0,3.0,4.0,30000.0,1.0,92.0,0,1,1,1,0,0,0,0,0,167,103,5.0,5.0,5.0,1,1.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,1,3.0,13.0,1.0,3.0,1.0,1.0,2.0,2.0,100000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,4.0,1.0,1.0,70000.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,35000.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,90.0,90.0,90.0,80.0,85.0,80.0,80.0,70.0,70.0,2015,17,0,40,1,7.0,44.0,60.0,55.0,20.0,20.0,0
613,1,17,48,80,2,1.0,1.0,1.0,4.0,4.0,20000.0,1.0,98.0,0,1,0,0,0,0,0,0,0,168,98,3.0,3.0,3.0,1,1.0,3.0,1.0,3.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,1.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,4.0,6.0,3.0,1,1.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,100000.0,3.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,3,4.0,1.0,2.0,80000.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,70000.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,-1.0,3.0,3.0,2.0,50.0,30.0,40.0,30.0,40.0,30.0,40.0,50.0,40.0,2015,18,0,29,1,16.0,32.0,0.0,0.0,23.0,23.0,0
614,1,10,27,49,2,1.0,1.0,1.0,12.0,4.0,36000.0,2.0,70.0,0,0,0,0,1,0,0,0,0,165,120,4.0,4.0,4.0,2,1.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,1.0,3.0,4.0,3.0,7.0,4.0,2.0,3.0,4.0,3.0,5.0,2.0,1,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,36000.0,1.0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,6.0,4.0,1.0,6.0,4.0,1.0,2.0,2.0,4.0,2.0,50000.0,5.0,5.0,-1.0,-1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,80.0,70.0,60.0,90.0,60.0,80.0,70.0,80.0,70.0,2015,20,3,26,1,23.0,0.0,53.0,50.0,0.0,0.0,0
615,1,31,87,132,2,1.0,1.0,1.0,4.0,4.0,15600.0,1.0,38.0,0,0,1,0,0,0,0,0,0,156,120,4.0,4.0,4.0,2,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,7.0,5.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,50000.0,5.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,3,4.0,1.0,2.0,15000.0,5.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,15.0,2.0,1.0,4.0,3.0,100000.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,73.08366197183099,69.75607824871915,60.0,70.0,80.0,70.0,60.0,50.0,50.0,2015,10,0,55,0,0.0,58.0,0.0,0.0,22.0,23.0,0
616,1,12,32,55,1,1.0,1.0,1.0,12.0,4.0,960000.0,1.0,110.0,0,0,1,0,0,0,0,0,0,165,63,3.0,4.0,5.0,2,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,2.0,1.0,2.0,2.0,150000.0,2.0,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0.0,2.0,0.0,3,12.0,1.0,2.0,30662.25072738773,5.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,2.0,4.0,-1.0,10000000.0,4.0,3.0,-1.0,-1.0,5.0,5.0,4.0,4.0,4.0,4.0,-1.0,-1.0,3.0,4.0,60.0,60.0,70.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,10,4,73,1,23.0,73.0,0.0,0.0,27.0,27.0,0
617,2,13,35,65,1,6.0,0.0,3.0,3.0,4.0,60000.0,1.0,230.0,0,1,0,0,0,0,0,0,0,165,150,5.0,4.0,4.0,1,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,6.0,4.0,6.0,4.0,6.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,80000.0,1.0,4.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,3,3.0,1.0,1.0,30662.25072738773,5.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,100000.0,5.0,5.0,3.0,3.0,5.0,5.0,1.0,-1.0,1.0,1.0,4.0,5.0,1.0,5.0,0.0,95.0,50.0,60.0,70.0,60.0,65.0,70.0,80.0,2015,9,2,49,0,0.0,46.0,86.0,0.0,22.0,22.0,0
618,2,9,22,44,1,1.0,1.0,1.0,3.0,4.0,1000.0,1.0,60.0,0,1,0,0,0,0,0,0,0,160,118,5.0,3.0,3.0,1,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,1.0,-1.0,-1.0,1.0,4.0,10.0,10.0,10.0,5.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,3000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,3.0,1.0,0.0,3,3.0,2.0,1.0,1000.0,6.0,-1.0,-1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3000.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,-1.0,4.0,2.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2015,11,5,67,1,18.0,68.0,91.0,94.0,20.0,20.0,0
619,1,19,57,91,1,1.0,1.0,1.0,9.0,4.0,40800.0,1.0,72.0,0,1,0,0,0,0,0,0,0,171,136,3.0,4.0,5.0,2,2.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,7.0,6.0,1.0,2.0,3.0,4.0,2.0,5.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,70800.0,2.0,2.0,1.0,2.0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,3,7.0,4.0,2.0,36000.0,5.0,-1.0,-1.0,14.0,1.0,1.0,2.0,1.0,15.0,3.0,2.0,5.0,2.0,60000.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,-1.0,-1.0,4.0,3.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,17,1,69,1,43.0,66.0,88.0,86.0,30.0,30.0,0
620,2,6,14,30,1,1.0,1.0,1.0,4.0,4.0,2500.0,1.0,100.0,0,1,1,0,0,0,0,0,0,160,110,2.0,2.0,3.0,1,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,2,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,20000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,1.0,0.0,3,3.0,1.0,1.0,2000.0,3.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,72466.43897578958,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,-1.0,-1.0,-1.0,3.0,5.0,80.0,60.0,70.0,70.0,60.0,70.0,70.0,70.0,70.0,2015,11,2,60,1,18.0,57.0,0.0,0.0,27.0,27.0,0
621,2,6,12,28,2,1.0,1.0,1.0,3.0,4.0,2000.0,2.0,120.0,0,0,0,1,0,0,0,0,0,157,90,2.0,3.0,4.0,1,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,6.0,1.0,2,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,2000.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,6000.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,-1.0,-1.0,-1.0,1.0,5.0,70.0,60.0,70.0,80.0,90.0,80.0,80.0,60.0,80.0,2015,15,5,57,1,12.0,0.0,0.0,81.0,9.0,0.0,0
622,2,28,81,121,1,1.0,1.0,1.0,3.0,4.0,1000.0,1.0,96.0,0,0,0,1,0,0,0,0,0,167,130,4.0,3.0,4.0,1,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,30000.0,5.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,5.0,0.0,0.0,3,3.0,1.0,1.0,100.0,5.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,10000.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,70.0,80.0,70.0,70.0,60.0,80.0,80.0,60.0,6.0,2015,11,3,66,1,5.0,73.0,102.0,100.0,12.0,12.0,0
623,1,1,1,4,1,1.0,1.0,1.0,12.0,4.0,120000.0,1.0,74.0,0,0,0,0,1,0,0,0,0,178,130,4.0,4.0,4.0,5,2.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,7.0,3.0,2.0,4.0,7.0,5.0,9.0,4.0,1,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,180000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,3,10.0,1.0,5.0,60000.0,1.0,3.0,1.0,6.0,1.0,13.0,6.0,1.0,11.0,2.0,2.0,3.0,2.0,250000.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,80.0,80.0,80.0,80.0,85.0,80.0,80.0,80.0,80.0,2015,15,2,26,1,23.0,28.0,52.0,52.0,24.0,24.0,0
